CPU Power (W), DRAM Power (W), Time (S)
58.87, 13.53, 392.983221, 
57.18, 12.30, 393.003943, 
52.35, 13.14, 393.025448, 
56.67, 12.81, 393.045557, 
54.71, 12.02, 393.067177, 
55.22, 12.54, 393.088603, 
55.83, 12.26, 393.110015, 
55.29, 12.16, 393.130277, 
55.23, 12.52, 393.151531, 
58.70, 13.71, 393.171081, 
54.45, 13.78, 393.191484, 
54.13, 14.56, 393.212764, 
58.54, 14.42, 393.233222, 
54.86, 13.98, 393.254236, 
57.37, 13.97, 393.274556, 
56.84, 14.26, 393.295665, 
57.39, 14.10, 393.316944, 
59.30, 14.86, 393.337773, 
56.50, 14.53, 393.358078, 
58.42, 14.07, 393.378826, 
58.30, 13.37, 393.399490, 
59.92, 14.14, 393.419973, 
57.48, 12.79, 393.440137, 
58.07, 12.46, 393.460394, 
58.68, 13.31, 393.479781, 
59.04, 11.82, 393.498905, 
57.17, 12.07, 393.518414, 
58.16, 12.20, 393.538072, 
59.61, 12.53, 393.557585, 
56.18, 12.47, 393.577439, 
59.37, 12.81, 393.596861, 
59.99, 11.47, 393.616067, 
52.61, 13.12, 393.635811, 
61.39, 14.03, 393.655096, 
68.08, 14.07, 393.674371, 
64.96, 14.41, 393.693647, 
64.55, 15.12, 393.712952, 
65.34, 14.37, 393.732152, 
66.28, 14.31, 393.751461, 
66.45, 14.28, 393.770772, 
64.89, 14.80, 393.790072, 
64.78, 14.72, 393.809347, 
66.31, 13.89, 393.828614, 
66.56, 13.72, 393.847798, 
64.76, 13.40, 393.867086, 
64.56, 14.79, 393.886366, 
64.16, 12.76, 393.905567, 
64.30, 12.39, 393.924793, 
65.92, 12.98, 393.944150, 
56.57, 12.65, 393.964038, 
54.81, 12.39, 393.984281, 
53.07, 12.04, 394.004725, 
54.00, 12.52, 394.024237, 
54.23, 12.35, 394.044728, 
53.82, 12.27, 394.065238, 
54.44, 12.67, 394.084717, 
53.98, 14.04, 394.105010, 
55.88, 14.37, 394.125455, 
54.46, 14.92, 394.144951, 
53.85, 14.04, 394.165277, 
56.94, 14.65, 394.185529, 
53.79, 14.80, 394.205177, 
54.21, 14.03, 394.225491, 
55.55, 14.63, 394.245901, 
54.70, 14.84, 394.265448, 
54.34, 14.30, 394.286147, 
53.49, 13.95, 394.306778, 
56.10, 13.50, 394.326158, 
53.84, 13.99, 394.346470, 
54.70, 13.53, 394.367056, 
53.93, 12.23, 394.386504, 
51.28, 13.07, 394.407222, 
56.61, 12.50, 394.427070, 
54.74, 12.74, 394.446822, 
52.68, 12.04, 394.467171, 
56.97, 12.40, 394.487521, 
53.31, 12.61, 394.507854, 
54.00, 12.67, 394.527605, 
54.75, 12.73, 394.548378, 
56.53, 14.28, 394.568764, 
54.93, 14.57, 394.588361, 
53.12, 14.30, 394.609048, 
55.49, 14.54, 394.629114, 
56.32, 14.79, 394.648720, 
53.96, 14.46, 394.669012, 
54.85, 13.52, 394.689443, 
54.97, 14.62, 394.708893, 
55.40, 14.52, 394.729126, 
53.59, 13.99, 394.749752, 
54.75, 14.44, 394.769017, 
55.51, 13.99, 394.789013, 
53.48, 14.24, 394.809144, 
57.39, 13.15, 394.828520, 
57.01, 12.35, 394.847960, 
54.71, 13.09, 394.868481, 
54.49, 12.49, 394.888398, 
53.56, 11.92, 394.908991, 
53.44, 12.69, 394.929876, 
55.30, 12.80, 394.949438, 
52.75, 11.99, 394.970023, 
54.71, 12.68, 394.990883, 
53.99, 13.02, 395.010466, 
55.43, 14.09, 395.030885, 
55.28, 13.95, 395.051472, 
53.41, 15.03, 395.071997, 
55.82, 14.50, 395.091709, 
54.08, 14.08, 395.112457, 
54.65, 14.24, 395.133041, 
56.13, 14.67, 395.152364, 
55.49, 14.66, 395.172555, 
54.16, 14.39, 395.192837, 
55.53, 14.83, 395.212597, 
54.76, 13.96, 395.233166, 
55.33, 13.93, 395.253583, 
56.43, 14.22, 395.273163, 
53.61, 12.79, 395.293449, 
54.94, 11.84, 395.313911, 
50.00, 12.41, 395.334869, 
46.38, 12.81, 395.356952, 
54.49, 12.88, 395.377508, 
55.96, 12.97, 395.398421, 
56.75, 12.65, 395.418283, 
56.34, 11.78, 395.438578, 
57.14, 12.80, 395.458931, 
58.28, 11.95, 395.478994, 
55.68, 12.80, 395.499604, 
56.33, 12.51, 395.520197, 
58.32, 12.62, 395.540599, 
53.17, 13.46, 395.560314, 
54.96, 12.54, 395.580400, 
54.29, 12.19, 395.601611, 
53.46, 12.79, 395.622154, 
47.49, 11.90, 395.644419, 
46.33, 13.02, 395.666362, 
47.48, 12.88, 395.688670, 
48.23, 13.13, 395.710776, 
48.49, 12.57, 395.731520, 
51.86, 12.83, 395.751052, 
54.29, 12.54, 395.771180, 
53.00, 12.22, 395.792669, 
49.55, 12.56, 395.813516, 
48.09, 12.71, 395.835371, 
52.32, 12.51, 395.855926, 
55.13, 12.80, 395.876241, 
52.71, 12.43, 395.896593, 
52.41, 12.15, 395.917375, 
52.67, 12.55, 395.939007, 
45.16, 12.84, 395.959888, 
46.61, 13.13, 395.981580, 
46.17, 12.68, 396.003754, 
53.85, 12.59, 396.024558, 
48.94, 12.50, 396.044744, 
53.28, 12.85, 396.066130, 
49.53, 12.48, 396.087416, 
52.95, 12.79, 396.108273, 
52.22, 12.21, 396.129121, 
50.50, 12.50, 396.150564, 
51.66, 12.54, 396.172175, 
46.85, 11.64, 396.194021, 
46.60, 13.33, 396.215056, 
50.22, 12.27, 396.236835, 
52.62, 12.53, 396.257323, 
55.66, 12.75, 396.277448, 
53.73, 11.89, 396.298534, 
50.23, 12.18, 396.320439, 
46.30, 12.77, 396.342249, 
50.64, 12.64, 396.363303, 
49.61, 12.90, 396.382779, 
59.40, 12.24, 396.402978, 
53.19, 12.86, 396.423744, 
49.05, 11.93, 396.445585, 
48.05, 12.40, 396.466251, 
47.17, 12.18, 396.488516, 
47.89, 12.40, 396.509753, 
52.73, 12.77, 396.531566, 
53.90, 12.66, 396.551818, 
56.66, 12.44, 396.572697, 
52.85, 12.60, 396.593459, 
52.49, 12.64, 396.614558, 
49.40, 12.82, 396.635968, 
47.19, 12.84, 396.657467, 
56.75, 12.47, 396.678380, 
53.19, 12.50, 396.699174, 
53.14, 12.81, 396.720720, 
52.60, 12.50, 396.741769, 
54.62, 12.79, 396.762619, 
55.46, 12.23, 396.783456, 
53.48, 12.62, 396.804555, 
50.84, 13.08, 396.825364, 
55.50, 12.46, 396.846364, 
55.48, 12.60, 396.868237, 
52.92, 12.59, 396.889463, 
50.43, 12.45, 396.910563, 
55.99, 12.74, 396.931464, 
55.20, 12.18, 396.951982, 
54.10, 12.70, 396.973080, 
54.88, 12.74, 396.993085, 
53.77, 11.71, 397.014445, 
48.99, 12.44, 397.035447, 
51.44, 12.79, 397.056944, 
52.76, 12.46, 397.076825, 
52.09, 12.22, 397.097581, 
52.01, 12.61, 397.119412, 
51.95, 12.47, 397.141006, 
51.25, 12.72, 397.161639, 
54.03, 12.68, 397.182759, 
55.88, 12.81, 397.204047, 
55.68, 11.75, 397.226167, 
51.19, 13.24, 397.245723, 
53.85, 12.62, 397.267494, 
56.25, 12.74, 397.288230, 
56.93, 12.10, 397.309010, 
55.57, 12.60, 397.328943, 
51.41, 12.24, 397.349639, 
55.68, 12.83, 397.370516, 
50.06, 12.28, 397.391068, 
51.83, 12.41, 397.412152, 
52.29, 12.62, 397.434066, 
54.72, 12.09, 397.455038, 
55.34, 12.99, 397.474881, 
51.79, 12.09, 397.496497, 
52.48, 12.63, 397.517000, 
55.71, 12.23, 397.537692, 
55.79, 12.20, 397.557902, 
51.49, 12.34, 397.578765, 
53.52, 12.46, 397.600460, 
52.32, 12.43, 397.621336, 
51.08, 12.37, 397.642334, 
50.92, 12.63, 397.663473, 
53.49, 12.20, 397.686023, 
53.84, 12.74, 397.706832, 
55.83, 12.76, 397.727319, 
50.09, 12.40, 397.747464, 
55.88, 12.60, 397.768122, 
56.60, 12.06, 397.788452, 
55.32, 12.82, 397.809825, 
55.63, 11.98, 397.830575, 
52.79, 12.50, 397.850636, 
50.11, 12.93, 397.872488, 
53.20, 12.15, 397.894355, 
52.72, 13.30, 397.913987, 
56.70, 12.32, 397.934728, 
54.47, 12.44, 397.955297, 
54.61, 12.69, 397.976058, 
51.94, 12.80, 397.996037, 
52.09, 13.33, 398.017761, 
54.18, 12.48, 398.038670, 
55.92, 12.44, 398.058719, 
55.08, 11.82, 398.080603, 
55.67, 12.65, 398.101008, 
51.16, 12.91, 398.121864, 
52.88, 12.89, 398.141795, 
49.60, 12.13, 398.163551, 
51.07, 12.86, 398.184939, 
55.83, 12.50, 398.205717, 
57.86, 11.90, 398.225866, 
53.53, 12.79, 398.246420, 
51.13, 12.29, 398.267816, 
47.63, 13.02, 398.290118, 
55.21, 12.28, 398.310026, 
55.30, 12.48, 398.331444, 
53.78, 12.30, 398.352891, 
55.34, 12.59, 398.374072, 
53.18, 12.56, 398.394034, 
54.18, 12.13, 398.414908, 
51.16, 12.05, 398.436786, 
50.65, 12.30, 398.458087, 
56.68, 12.76, 398.477992, 
53.58, 12.25, 398.500460, 
54.77, 13.01, 398.520805, 
54.05, 12.13, 398.541577, 
52.33, 12.62, 398.562475, 
49.37, 12.35, 398.583335, 
54.20, 12.94, 398.604153, 
50.16, 13.12, 398.626707, 
48.74, 13.33, 398.646728, 
52.07, 12.02, 398.667695, 
55.46, 12.30, 398.689668, 
54.20, 12.87, 398.710586, 
55.71, 12.98, 398.730456, 
52.64, 12.31, 398.752060, 
46.93, 12.30, 398.773146, 
52.78, 12.36, 398.794617, 
53.88, 12.90, 398.814847, 
54.36, 12.54, 398.835730, 
59.51, 12.73, 398.855992, 
55.01, 11.96, 398.877589, 
53.84, 12.32, 398.897805, 
58.14, 12.91, 398.918123, 
53.62, 12.72, 398.939317, 
86.89, 17.69, 398.957639, 
96.61, 19.59, 398.976513, 
99.01, 20.20, 398.997538, 
98.13, 19.88, 399.015912, 
67.36, 13.61, 399.035463, 
70.21, 13.39, 399.053619, 
71.32, 12.60, 399.071744, 
66.97, 12.47, 399.091322, 
69.05, 13.03, 399.110399, 
61.19, 12.48, 399.130446, 
60.11, 12.77, 399.150391, 
56.97, 12.88, 399.169968, 
58.34, 12.68, 399.189582, 
58.57, 12.39, 399.209161, 
55.55, 12.80, 399.229090, 
57.67, 12.14, 399.248664, 
55.34, 12.64, 399.268722, 
59.01, 12.39, 399.288627, 
59.16, 13.07, 399.308711, 
58.58, 14.01, 399.328914, 
60.29, 15.18, 399.349182, 
58.84, 14.38, 399.369473, 
59.93, 14.73, 399.389535, 
58.89, 14.88, 399.409680, 
59.26, 14.11, 399.429930, 
59.27, 15.24, 399.449984, 
59.37, 15.06, 399.470022, 
58.90, 14.77, 399.490005, 
59.50, 15.24, 399.510045, 
59.52, 14.80, 399.530123, 
59.46, 14.58, 399.550148, 
59.45, 15.14, 399.570170, 
59.50, 14.30, 399.590210, 
59.90, 15.04, 399.610280, 
59.68, 14.76, 399.630579, 
59.36, 14.19, 399.650642, 
59.59, 15.20, 399.670697, 
59.37, 14.80, 399.690949, 
62.55, 14.08, 399.711104, 
59.35, 15.55, 399.731239, 
59.88, 14.64, 399.751283, 
59.30, 14.24, 399.771353, 
58.98, 15.26, 399.791348, 
59.68, 14.56, 399.811284, 
59.59, 14.89, 399.831288, 
57.84, 14.65, 399.851447, 
60.76, 14.68, 399.871539, 
59.17, 14.85, 399.891629, 
58.92, 15.17, 399.911743, 
59.69, 14.39, 399.931775, 
59.18, 15.57, 399.951827, 
59.30, 14.46, 399.971851, 
84.02, 16.32, 399.990746, 
110.52, 18.92, 400.009484, 
106.18, 17.66, 400.028437, 
110.98, 18.71, 400.047169, 
112.31, 18.50, 400.066177, 
113.31, 18.46, 400.085066, 
115.78, 18.92, 400.103772, 
111.94, 18.58, 400.122558, 
110.94, 20.85, 400.141543, 
111.02, 22.17, 400.160585, 
103.88, 21.60, 400.184930, 
122.27, 22.33, 400.203851, 
116.10, 24.20, 400.223062, 
115.10, 23.35, 400.241798, 
114.03, 22.66, 400.260800, 
112.88, 21.32, 400.283071, 
117.03, 25.47, 400.304067, 
113.22, 22.22, 400.324346, 
114.87, 21.98, 400.343381, 
114.94, 22.10, 400.363440, 
114.83, 22.70, 400.384479, 
110.57, 21.85, 400.408782, 
112.78, 22.43, 400.428647, 
102.00, 21.28, 400.450740, 
112.69, 20.92, 400.470881, 
99.59, 20.37, 400.494172, 
108.87, 22.38, 400.514338, 
97.16, 19.50, 400.534189, 
81.26, 18.91, 400.553823, 
87.60, 17.48, 400.576090, 
86.53, 20.28, 400.596101, 
88.74, 19.79, 400.619069, 
72.44, 13.96, 400.639566, 
65.58, 13.98, 400.660410, 
66.93, 14.90, 400.681003, 
68.51, 16.03, 400.702355, 
70.65, 14.61, 400.722630, 
62.94, 13.28, 400.743158, 
63.74, 12.84, 400.763955, 
61.93, 12.83, 400.784816, 
61.15, 13.93, 400.805699, 
63.81, 14.52, 400.825914, 
86.20, 19.82, 400.847978, 
92.68, 16.95, 400.867655, 
69.45, 13.24, 400.886664, 
67.33, 13.12, 400.905861, 
66.55, 13.10, 400.925110, 
67.24, 13.58, 400.944093, 
67.13, 14.19, 400.963159, 
64.41, 15.28, 400.986205, 
74.16, 15.25, 401.006591, 
63.31, 13.07, 401.026889, 
65.59, 13.43, 401.047178, 
62.84, 13.23, 401.067394, 
62.54, 13.46, 401.087579, 
62.51, 14.27, 401.107877, 
64.00, 13.88, 401.127803, 
78.60, 16.73, 401.147155, 
66.30, 13.13, 401.167652, 
60.89, 12.91, 401.188403, 
63.29, 13.27, 401.209133, 
61.45, 13.28, 401.229991, 
62.46, 14.79, 401.250558, 
63.97, 13.93, 401.271329, 
78.99, 17.76, 401.290339, 
64.81, 13.30, 401.310367, 
62.52, 12.61, 401.331086, 
62.42, 13.37, 401.351766, 
61.64, 13.18, 401.372434, 
62.57, 14.40, 401.392942, 
63.42, 13.78, 401.413807, 
79.93, 17.34, 401.432660, 
64.40, 13.22, 401.451454, 
66.20, 13.26, 401.470478, 
67.03, 13.04, 401.489685, 
64.76, 13.01, 401.508930, 
65.63, 13.24, 401.527939, 
65.84, 14.03, 401.546924, 
64.77, 14.24, 401.565890, 
66.09, 15.65, 401.588465, 
82.21, 14.64, 401.607790, 
60.76, 12.41, 401.627835, 
61.81, 13.18, 401.648148, 
62.53, 13.55, 401.668410, 
62.97, 13.50, 401.688643, 
67.43, 15.50, 401.708122, 
67.66, 14.10, 401.728450, 
66.88, 13.12, 401.748026, 
67.84, 13.51, 401.767518, 
64.01, 13.20, 401.787636, 
63.29, 13.98, 401.807917, 
65.94, 13.88, 401.828253, 
75.68, 16.77, 401.847727, 
75.32, 16.32, 401.868678, 
72.85, 13.27, 401.887401, 
69.43, 13.31, 401.906308, 
69.24, 13.35, 401.925322, 
69.17, 12.91, 401.944407, 
68.22, 13.99, 401.963339, 
65.73, 13.93, 401.982349, 
83.15, 17.00, 402.002142, 
65.25, 13.14, 402.022351, 
62.35, 12.76, 402.042654, 
62.38, 13.25, 402.062879, 
65.81, 13.52, 402.083234, 
62.13, 13.97, 402.103560, 
62.38, 13.96, 402.123971, 
71.77, 16.34, 402.145965, 
74.37, 14.02, 402.165812, 
61.24, 13.02, 402.186458, 
63.34, 13.36, 402.207306, 
63.61, 13.06, 402.228085, 
61.34, 14.07, 402.248923, 
62.49, 13.61, 402.269610, 
74.51, 16.50, 402.292061, 
61.93, 13.69, 402.312179, 
66.69, 13.27, 402.332155, 
64.55, 13.03, 402.352851, 
62.58, 13.06, 402.373888, 
60.74, 13.61, 402.394673, 
61.67, 14.24, 402.415799, 
62.94, 14.26, 402.436631, 
77.32, 16.53, 402.456610, 
62.19, 13.05, 402.477046, 
62.32, 12.67, 402.497483, 
61.87, 13.00, 402.517984, 
62.12, 13.25, 402.538590, 
61.24, 13.72, 402.559166, 
62.12, 14.84, 402.579365, 
70.80, 16.56, 402.599483, 
58.74, 12.83, 402.619992, 
57.43, 12.28, 402.641016, 
57.81, 13.13, 402.662023, 
62.53, 13.24, 402.682643, 
62.16, 13.81, 402.703433, 
62.23, 14.75, 402.724031, 
68.19, 14.41, 402.744645, 
68.16, 13.92, 402.763787, 
69.46, 13.13, 402.782898, 
66.90, 12.92, 402.801926, 
67.17, 13.42, 402.821156, 
67.46, 14.20, 402.840422, 
73.11, 16.39, 402.861709, 
84.99, 17.10, 402.880957, 
69.31, 13.39, 402.900118, 
65.51, 13.32, 402.919236, 
64.93, 13.03, 402.938391, 
65.56, 13.15, 402.957350, 
67.00, 13.17, 402.976336, 
67.03, 13.86, 402.995349, 
68.81, 15.13, 403.014592, 
74.94, 17.08, 403.033839, 
59.80, 12.79, 403.053765, 
63.38, 13.35, 403.073558, 
63.40, 13.43, 403.093357, 
61.44, 13.60, 403.113130, 
60.56, 14.16, 403.133654, 
64.73, 15.30, 403.155938, 
76.95, 15.46, 403.175114, 
65.17, 12.68, 403.194269, 
64.87, 13.11, 403.213392, 
64.94, 13.09, 403.232538, 
64.83, 13.07, 403.251681, 
65.03, 13.13, 403.270870, 
65.14, 13.37, 403.289607, 
63.37, 15.53, 403.313125, 
75.74, 15.63, 403.332883, 
59.95, 13.20, 403.353362, 
62.74, 13.16, 403.373495, 
60.37, 13.16, 403.393623, 
58.99, 13.58, 403.414029, 
60.01, 14.13, 403.434206, 
61.08, 14.29, 403.454671, 
79.52, 16.75, 403.474039, 
66.54, 13.01, 403.493257, 
66.77, 13.20, 403.512337, 
67.58, 13.19, 403.531468, 
66.27, 13.99, 403.551646, 
59.83, 14.49, 403.572121, 
66.15, 14.57, 403.591199, 
70.16, 16.07, 403.610598, 
61.38, 13.03, 403.631031, 
57.61, 12.86, 403.651574, 
59.19, 13.53, 403.671575, 
59.29, 13.89, 403.692207, 
59.07, 13.27, 403.712286, 
72.09, 17.54, 403.731960, 
69.68, 13.13, 403.751187, 
68.64, 13.45, 403.770451, 
66.90, 13.40, 403.789728, 
69.03, 13.06, 403.809025, 
67.87, 13.65, 403.828286, 
68.42, 14.05, 403.847601, 
64.05, 14.56, 403.868743, 
77.96, 16.22, 403.888106, 
63.05, 12.97, 403.907482, 
60.66, 13.32, 403.927448, 
61.62, 12.87, 403.947588, 
59.67, 12.92, 403.967575, 
61.31, 14.38, 403.987713, 
60.59, 13.96, 404.007599, 
70.95, 17.18, 404.026071, 
62.85, 12.81, 404.045600, 
64.57, 13.60, 404.065110, 
60.96, 12.91, 404.084598, 
63.30, 13.45, 404.104599, 
61.11, 13.56, 404.124616, 
60.69, 14.18, 404.145036, 
60.20, 13.40, 404.165217, 
69.61, 16.52, 404.184914, 
67.39, 13.84, 404.203515, 
66.26, 12.61, 404.222718, 
62.04, 13.33, 404.242225, 
62.25, 12.96, 404.261737, 
61.48, 13.27, 404.281237, 
61.92, 14.73, 404.300712, 
60.56, 13.57, 404.320378, 
78.69, 16.84, 404.338986, 
63.23, 12.65, 404.358179, 
59.55, 13.37, 404.378196, 
61.30, 13.34, 404.398191, 
61.76, 12.99, 404.418501, 
63.64, 12.84, 404.438364, 
58.73, 13.41, 404.458855, 
65.20, 14.82, 404.478686, 
65.55, 14.19, 404.499264, 
67.48, 12.85, 404.519895, 
64.49, 13.16, 404.540519, 
61.68, 12.73, 404.561005, 
63.40, 13.74, 404.581187, 
62.42, 14.32, 404.601848, 
62.51, 15.47, 404.623926, 
91.04, 17.42, 404.643115, 
64.73, 13.52, 404.662322, 
62.37, 12.96, 404.681538, 
62.08, 13.00, 404.700783, 
62.22, 12.43, 404.719943, 
63.03, 13.32, 404.738989, 
62.27, 13.66, 404.758915, 
60.08, 14.49, 404.778557, 
66.74, 14.39, 404.798618, 
64.00, 12.79, 404.818918, 
63.83, 13.49, 404.839115, 
62.72, 13.20, 404.859093, 
62.67, 13.68, 404.879475, 
61.52, 13.49, 404.899865, 
60.54, 14.58, 404.922855, 
92.10, 18.68, 404.942208, 
68.70, 13.26, 404.961354, 
67.29, 13.07, 404.980439, 
67.24, 13.16, 404.999439, 
67.00, 12.86, 405.018466, 
67.08, 13.13, 405.037631, 
68.39, 13.75, 405.056784, 
70.73, 13.53, 405.075872, 
77.35, 18.11, 405.095116, 
65.47, 13.41, 405.114979, 
65.64, 13.32, 405.134878, 
64.90, 12.34, 405.154759, 
63.56, 13.33, 405.174663, 
64.32, 14.11, 405.194613, 
64.31, 14.12, 405.214810, 
60.84, 14.54, 405.238110, 
76.77, 15.51, 405.258394, 
64.89, 13.14, 405.278445, 
64.09, 13.25, 405.298470, 
64.44, 13.19, 405.318481, 
63.18, 13.66, 405.339049, 
63.03, 14.21, 405.359451, 
62.93, 13.98, 405.379762, 
78.23, 16.84, 405.399557, 
70.95, 12.97, 405.418953, 
67.78, 13.00, 405.438224, 
68.77, 12.82, 405.457464, 
70.47, 13.22, 405.476455, 
68.56, 13.53, 405.495419, 
66.53, 14.17, 405.514434, 
66.48, 13.03, 405.533514, 
83.44, 17.46, 405.552751, 
63.40, 13.23, 405.572410, 
68.43, 13.21, 405.591386, 
68.69, 13.25, 405.610377, 
60.89, 13.14, 405.630557, 
63.52, 13.84, 405.650852, 
60.42, 13.66, 405.671658, 
59.18, 13.84, 405.695825, 
74.28, 15.49, 405.717139, 
63.73, 12.46, 405.738789, 
62.49, 13.41, 405.758896, 
60.36, 13.11, 405.780467, 
62.50, 13.34, 405.801689, 
59.84, 14.56, 405.823750, 
64.10, 13.67, 405.843388, 
80.08, 17.22, 405.862424, 
57.86, 13.06, 405.882996, 
63.14, 12.92, 405.903335, 
59.31, 12.84, 405.923972, 
61.25, 12.69, 405.944865, 
60.36, 13.79, 405.966260, 
60.70, 14.38, 405.986287, 
73.65, 16.24, 406.007372, 
61.12, 13.14, 406.028463, 
56.36, 13.03, 406.049912, 
55.21, 13.27, 406.070688, 
57.84, 12.40, 406.091840, 
61.75, 13.37, 406.113074, 
61.53, 13.36, 406.134782, 
62.54, 14.83, 406.154601, 
68.11, 14.95, 406.173443, 
68.18, 12.11, 406.192243, 
66.43, 12.61, 406.211186, 
67.81, 12.67, 406.230206, 
67.58, 12.92, 406.249191, 
67.14, 14.23, 406.268174, 
65.61, 13.44, 406.288087, 
69.01, 16.42, 406.308349, 
88.88, 16.75, 406.328040, 
69.38, 13.67, 406.347444, 
63.20, 12.74, 406.367406, 
64.54, 13.34, 406.387367, 
64.53, 13.14, 406.407301, 
64.90, 14.46, 406.427262, 
64.72, 14.03, 406.447260, 
67.14, 15.53, 406.468422, 
66.41, 13.53, 406.488854, 
59.56, 13.21, 406.509280, 
61.03, 12.80, 406.529650, 
61.82, 13.31, 406.549891, 
59.23, 12.98, 406.570448, 
59.56, 13.66, 406.591063, 
60.48, 14.54, 406.611499, 
62.84, 14.49, 406.631959, 
83.22, 17.30, 406.651155, 
63.91, 12.85, 406.671050, 
63.06, 13.30, 406.691133, 
62.54, 12.97, 406.711125, 
61.50, 14.08, 406.731569, 
60.29, 14.14, 406.752318, 
71.20, 16.54, 406.772441, 
69.28, 13.77, 406.791510, 
67.66, 13.12, 406.810696, 
67.64, 13.13, 406.829849, 
67.72, 13.11, 406.849093, 
68.48, 13.22, 406.868212, 
68.38, 14.02, 406.887431, 
68.12, 13.70, 406.907382, 
76.66, 16.51, 406.926656, 
69.07, 13.61, 406.946661, 
63.35, 12.50, 406.966829, 
62.59, 13.48, 406.987026, 
62.60, 13.29, 407.007172, 
62.72, 14.05, 407.027489, 
62.14, 13.97, 407.047825, 
62.45, 13.24, 407.068350, 
80.08, 16.86, 407.088149, 
64.73, 13.26, 407.108114, 
63.64, 13.05, 407.128647, 
62.21, 13.19, 407.149272, 
63.84, 13.19, 407.169292, 
62.16, 14.20, 407.189987, 
61.63, 14.17, 407.210531, 
72.29, 16.75, 407.230649, 
72.11, 13.36, 407.249852, 
71.21, 13.07, 407.269099, 
68.84, 13.09, 407.288328, 
69.09, 13.54, 407.307401, 
69.61, 13.34, 407.326583, 
68.72, 14.46, 407.345800, 
66.52, 12.79, 407.365703, 
74.29, 17.11, 407.385456, 
69.69, 13.28, 407.405272, 
70.32, 13.00, 407.424512, 
69.63, 13.12, 407.443805, 
69.26, 13.47, 407.462897, 
70.14, 13.72, 407.482024, 
69.63, 14.14, 407.501295, 
71.65, 13.63, 407.520538, 
75.27, 16.30, 407.540196, 
60.55, 13.35, 407.560158, 
60.78, 12.97, 407.580274, 
64.30, 12.90, 407.600248, 
66.37, 12.70, 407.620225, 
66.56, 13.39, 407.640379, 
65.77, 13.74, 407.660392, 
66.22, 14.37, 407.680325, 
67.34, 14.11, 407.701210, 
83.18, 16.07, 407.720885, 
69.14, 13.69, 407.740026, 
67.90, 13.09, 407.759276, 
67.05, 12.81, 407.778428, 
68.06, 13.42, 407.797658, 
70.21, 14.27, 407.817030, 
67.46, 16.39, 407.838934, 
63.27, 14.02, 407.858670, 
64.32, 13.00, 407.878574, 
63.48, 13.04, 407.898614, 
61.56, 13.49, 407.918988, 
59.26, 12.93, 407.939682, 
61.43, 14.78, 407.960278, 
59.94, 13.04, 407.980650, 
74.78, 16.90, 408.000093, 
66.67, 13.57, 408.018719, 
68.57, 13.03, 408.037596, 
63.51, 12.88, 408.056672, 
66.67, 13.40, 408.075810, 
68.64, 13.19, 408.094926, 
68.62, 14.87, 408.114101, 
63.32, 13.19, 408.133879, 
72.24, 15.78, 408.154925, 
65.52, 13.47, 408.175016, 
58.61, 12.21, 408.195054, 
61.55, 13.22, 408.215019, 
62.61, 12.65, 408.234900, 
62.16, 13.17, 408.254638, 
63.95, 13.56, 408.274235, 
62.35, 14.57, 408.293679, 
63.96, 15.52, 408.316089, 
69.88, 13.83, 408.336481, 
56.36, 12.68, 408.357056, 
58.83, 11.96, 408.377651, 
62.02, 13.69, 408.398410, 
59.33, 13.25, 408.419385, 
62.08, 13.21, 408.440479, 
61.83, 14.36, 408.461544, 
65.20, 15.03, 408.482256, 
67.48, 13.73, 408.501384, 
62.73, 13.11, 408.522627, 
62.80, 13.08, 408.542872, 
60.56, 12.92, 408.563905, 
61.94, 13.47, 408.585084, 
60.23, 13.34, 408.606335, 
80.12, 17.52, 408.625427, 
82.00, 16.69, 408.644776, 
65.00, 12.97, 408.664236, 
66.75, 13.24, 408.682818, 
69.03, 13.23, 408.701379, 
65.16, 13.43, 408.719938, 
70.01, 13.75, 408.738548, 
60.12, 15.76, 408.762317, 
84.15, 14.05, 408.781628, 
69.70, 13.65, 408.800908, 
69.68, 13.23, 408.820118, 
67.01, 12.52, 408.839939, 
63.39, 13.33, 408.859900, 
65.38, 14.10, 408.879835, 
65.01, 13.96, 408.899786, 
63.59, 14.55, 408.921799, 
76.55, 15.29, 408.942673, 
66.28, 13.16, 408.962880, 
63.59, 13.48, 408.983138, 
63.81, 13.33, 409.003385, 
63.84, 13.31, 409.023633, 
66.78, 14.35, 409.043887, 
63.13, 13.83, 409.063698, 
76.40, 16.82, 409.083077, 
70.35, 13.10, 409.102289, 
68.70, 12.89, 409.121585, 
68.27, 13.75, 409.140893, 
70.17, 13.08, 409.160208, 
68.10, 13.43, 409.179444, 
70.00, 13.94, 409.198725, 
65.36, 13.56, 409.218007, 
84.28, 17.63, 409.237329, 
69.04, 12.92, 409.257191, 
64.81, 13.41, 409.277620, 
64.20, 13.43, 409.297864, 
63.43, 13.38, 409.318253, 
64.69, 13.91, 409.338664, 
67.44, 14.23, 409.359047, 
62.22, 14.31, 409.381946, 
77.38, 15.33, 409.402203, 
64.47, 12.78, 409.422616, 
67.15, 12.95, 409.442974, 
65.48, 12.92, 409.463374, 
63.30, 13.13, 409.483768, 
62.59, 14.23, 409.504182, 
65.88, 13.62, 409.524523, 
75.74, 16.62, 409.543745, 
70.85, 13.93, 409.563352, 
65.88, 13.20, 409.583392, 
